model,reference,code,name,address,datatype,scale,default,min,max,unit,access,monitor,write_protect,scope,group,subcategory,functional_area,safety_class,write_policy,display_order,logic_address_hex,canopen_index,cip_path,link,source_category,display,menu,notes
XD4000,ALL,NCV,Drive nominal rating,3011,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Drive Identification,Drive Identification,Drive Identification,Read Only,Read only,1011,16#0BC3,16#2000/C,16#70/01/0C = 112/01/12,NCV,Identification parameters,,,Factory: [Unknown rating] NO; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,S212,Parameter set 2 value 12,12962,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4962,16#32A2,16#2063/3F,16#A1/01/A3 = 161/01/163,,Parameter set switching,[Parameter Set 2 Value 12] (S212),[Set 2] (PS2),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S213,Parameter set 2 value 13,12963,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4963,16#32A3,16#2063/40,16#A1/01/A4 = 161/01/164,,Parameter set switching,[Parameter Set 2 Value 13] (S213),[Set 2] (PS2),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S214,Parameter set 2 value 14,12964,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4964,16#32A4,16#2063/41,16#A1/01/A5 = 161/01/165,,Parameter set switching,[Parameter Set 2 Value 14] (S214),[Set 2] (PS2),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S215,Parameter set 2 value 15,12965,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4965,16#32A5,16#2063/42,16#A1/01/A6 = 161/01/166,,Parameter set switching,[Parameter Set 2 Value 15] (S215),[Set 2] (PS2),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S301,Parameter set 3 value 1,12971,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4971,16#32AB,16#2063/48,16#A1/01/AC = 161/01/172,,Parameter set switching,[Parameter Set 3 Value 1] (S301),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S302,Parameter set 3 value 2,12972,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4972,16#32AC,16#2063/49,16#A1/01/AD = 161/01/173,,Parameter set switching,[Parameter Set 3 Value 2] (S302),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S303,Parameter set 3 value 3,12973,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4973,16#32AD,16#2063/4A,16#A1/01/AE = 161/01/174,,Parameter set switching,[Parameter Set 3 Value 3] (S303),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S304,Parameter set 3 value 4,12974,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4974,16#32AE,16#2063/4B,16#A1/01/AF = 161/01/175,,Parameter set switching,[Parameter Set 3 Value 4] (S304),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S305,Parameter set 3 value 5,12975,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4975,16#32AF,16#2063/4C,16#A1/01/B0 = 161/01/176,,Parameter set switching,[Parameter Set 3 Value 5] (S305),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S306,Parameter set 3 value 6,12976,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4976,16#32B0,16#2063/4D,16#A1/01/B1 = 161/01/177,,Parameter set switching,[Parameter Set 3 Value 6] (S306),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S307,Parameter set 3 value 7,12977,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4977,16#32B1,16#2063/4E,16#A1/01/B2 = 161/01/178,,Parameter set switching,[Parameter Set 3 Value 7] (S307),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S308,Parameter set 3 value 8,12978,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4978,16#32B2,16#2063/4F,16#A1/01/B3 = 161/01/179,,Parameter set switching,[Parameter Set 3 Value 8] (S308),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S309,Parameter set 3 value 9,12979,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4979,16#32B3,16#2063/50,16#A1/01/B4 = 161/01/180,,Parameter set switching,[Parameter Set 3 Value 9] (S309),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S310,Parameter set 3 value 10,12980,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4980,16#32B4,16#2063/51,16#A1/01/B5 = 161/01/181,,Parameter set switching,[Parameter Set 3 Value 10] (S310),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S311,Parameter set 3 value 11,12981,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4981,16#32B5,16#2063/52,16#A1/01/B6 = 161/01/182,,Parameter set switching,[Parameter Set 3 Value 11] (S311),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S312,Parameter set 3 value 12,12982,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4982,16#32B6,16#2063/53,16#A1/01/B7 = 161/01/183,,Parameter set switching,[Parameter Set 3 Value 12] (S312),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S313,Parameter set 3 value 13,12983,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4983,16#32B7,16#2063/54,16#A1/01/B8 = 161/01/184,,Parameter set switching,[Parameter Set 3 Value 13] (S313),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S314,Parameter set 3 value 14,12984,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4984,16#32B8,16#2063/55,16#A1/01/B9 = 161/01/185,,Parameter set switching,[Parameter Set 3 Value 14] (S314),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,S315,Parameter set 3 value 15,12985,int16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Monitoring,Monitoring,Monitoring,Controlled Write,Write protected by default,4985,16#32B9,16#2063/56,16#A1/01/BA = 161/01/186,,Parameter set switching,[Parameter Set 3 Value 15] (S315),[Set 3] (PS3),Factory: 0; Range: 0  ... 65535; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,EPL,Device response to external error,7006,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5006,16#1B5E,16#2028/7,16#84/01/07 = 132/01/07,ECFG,Configuration and settings,[Ext Error Resp] (EPL),[External error] (ETF),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,OHL,Drive overtemp error response,7008,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5008,16#1B60,16#2028/9,16#84/01/09 = 132/01/09,ECFG,Configuration and settings,[DriveTemp ErrorResp] (OHL),[Drive overload monit] (OBR),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,OLL,Motor overtemp error response,7009,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5009,16#1B61,16#2028/A,16#84/01/0A = 132/01/10,ECFG,Configuration and settings,[MotorTemp ErrorResp] (OLL),[Motor monitoring] (MOP),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,THA,Device thermal state warning,11009,int16,1.0,0,0.0,118.0,%,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Warnings,Warnings,Controlled Write,Write protected by default,5009,16#2B01,16#2050/A,16#98/01/0A = 152/01/10,,Configuration and settings,[Dev Thermal Warning] (THA),[Drive overload monit] (OBR),Factory: 100 %; Range: 0 % ... 118 %; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,TNL,Response to Autotuning error,7012,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5012,16#1B64,16#2028/D,16#84/01/0D = 132/01/13,ECFG,Configuration and settings,[Tuning Error Resp] (TNL),[Motor tune] (MTU),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,SUTP,Application Temperature Unit (used as default),12024,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5024,16#2EF8,16#205A/19,16#9D/01/19 = 157/01/25,SUTP,Status parameters,[Temperature unit] (SUTP),[Define system units] (SUC),Factory: Refer to programming manual; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,GRFL,Ground fault activation,7030,int16,0.1,0,-0.2,100.0,%,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5030,16#1B76,16#2028/1F,16#84/01/1F = 132/01/31,,Configuration and settings,[Ground Fault Activation] (GRFL),[Ground Fault] (GRFL),Factory: -0.1 %; Range: -0.2 % ... 100.0 %; Source access: R/WS; Source type: INT (Signed16)
XD4000,ALL,LFT,Last error occurred,7121,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Read Only,Read only,5121,16#1BD1,16#2029/16,16#84/01/7A = 132/01/122,LFT,Fault parameters,[Last Error] (LFT),[Diag. data] (DDT),Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,ATR,Automatic fault reset,7122,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5122,16#1BD2,16#2029/17,16#84/01/7B = 132/01/123,N_Y,Configuration and settings,[Auto Fault Reset] (ATR),[Auto Fault Reset] (ATR),Factory: [No] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,TAR,Fault Reset time,7123,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5123,16#1BD3,16#2029/18,16#84/01/7C = 132/01/124,DUR,Configuration and settings,[Fault Reset Time] (TAR),[Auto Fault Reset] (ATR),Factory: [5 minutes] 5; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,RSF,Fault reset input assignment,7124,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5124,16#1BD4,16#2029/19,16#84/01/7D = 132/01/125,PSLIN,Configuration and settings,[Fault Reset Assign] (RSF),[Fault reset] (RST),Factory: Refer to programming manual; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,INH,Disable error detection,7125,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5125,16#1BD5,16#2029/1A,16#84/01/7E = 132/01/126,PSLIN,Configuration and settings,[Disable Error Detect] (INH),[Error detect disabling] (INH),Factory: [Not assigned] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,INHS,Forced Run,7126,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5126,16#1BD6,16#2029/1B,16#84/01/7F = 132/01/127,INHS,Configuration and settings,[Forced Run] (INHS),[Error detect disabling] (INH),Factory: [Disabled] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,INHR,Forced Run reference frequency,7127,int16,0.1,0,0.0,6553.5,Hz,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5127,16#1BD7,16#2029/1C,16#84/01/80 = 132/01/128,,Configuration and settings,[Forced Run Ref] (INHR),[Error detect disabling] (INH),Factory: Refer to programming manual; Range: 0.0 Hz ... 6553.5 Hz; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,RP,Product restart,7128,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5128,16#1BD8,16#2029/1D,16#84/01/81 = 132/01/129,N_Y,Configuration and settings,[Product restart] (RP),[Fault reset] (RST),Factory: [No] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,RPA,Product restart assignment,7129,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5129,16#1BD9,16#2029/1E,16#84/01/82 = 132/01/130,PSLIN,Configuration and settings,[Prod Restart Assign] (RPA),[Fault reset] (RST),Factory: [Not assigned] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,CIC,Incorrect configuration,7130,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5130,16#1BDA,16#2029/1F,16#84/01/83 = 132/01/131,,Fault parameters,,,Factory: ; Range: ; Source access: R/WS; Source type: WORD (BitString16)
XD4000,ALL,ETF,External error assignment,7131,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5131,16#1BDB,16#2029/20,16#84/01/84 = 132/01/132,PSLIN,Configuration and settings,[Ext Error assign] (ETF),[External error] (ETF),Factory: Refer to programming manual; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,INF6,Internal error 6 (Module identification error) information,7137,int16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5137,16#1BE1,16#2029/26,16#84/01/8A = 132/01/138,,History parameters,[Error Info (INF6)] (INF6),[Diag. data] (DDT),Factory: ; Range: 0  ... 65535; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,INFJ,Internal error 19 (Encoder),7142,int16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5142,16#1BE6,16#2029/2B,16#84/01/8F = 132/01/143,,History parameters,[Internal Error 19] (INFJ),[Diag. data] (DDT),Factory: ; Range: 0  ... 65535; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,HRFC,Extended fault reset activation,7150,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5150,16#1BEE,16#2029/33,16#84/01/97 = 132/01/151,N_Y,Configuration and settings,[Extended Fault Reset] (HRFC),[Fault reset] (RST),Factory: Refer to programming manual; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,CIC2,Incorrect configuration 2,7190,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5190,16#1C16,16#2029/5B,16#84/01/BF = 132/01/191,,Fault parameters,,,Factory: ; Range: ; Source access: R/WS; Source type: WORD (BitString16)
XD4000,ALL,CCA1,Configuration of customer warning 1,16200,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Warnings,Warnings,Controlled Write,Write protected by default,5200,16#3F48,16#2084/1,16#B2/01/01 = 178/01/01,CCA,Configuration and settings,[Config Warning 1] (CCA1),[Customer event 1] (CE1),Factory: [Not Configured] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DP0,Fault code on last fault,7200,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5200,16#1C20,16#202A/1,16#85/01/01 = 133/01/01,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,CCA2,Configuration of customer warning 2,16201,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Warnings,Warnings,Controlled Write,Write protected by default,5201,16#3F49,16#2084/2,16#B2/01/02 = 178/01/02,CCA,Configuration and settings,[Config Warning 2] (CCA2),[Customer event 2] (CE2),Factory: [Not Configured] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DP1,Fault code on fault n-1,7201,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5201,16#1C21,16#202A/2,16#85/01/02 = 133/01/02,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,CCA3,Configuration of customer warning 3,16202,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Warnings,Warnings,Controlled Write,Write protected by default,5202,16#3F4A,16#2084/3,16#B2/01/03 = 178/01/03,CCA,Configuration and settings,[Config Warning 3] (CCA3),[Customer event 3] (CE3),Factory: [Not Configured] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DP2,Fault code on fault n-2,7202,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5202,16#1C22,16#202A/3,16#85/01/03 = 133/01/03,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,CCA4,Configuration of customer warning 4,16203,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Warnings,Warnings,Controlled Write,Write protected by default,5203,16#3F4B,16#2084/4,16#B2/01/04 = 178/01/04,CCA,Configuration and settings,[Config Warning 4] (CCA4),[Customer event 4] (CE4),Factory: [Not Configured] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DP3,Fault code on fault n-3,7203,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5203,16#1C23,16#202A/4,16#85/01/04 = 133/01/04,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,CCA5,Configuration of customer warning 5,16204,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Warnings,Warnings,Controlled Write,Write protected by default,5204,16#3F4C,16#2084/5,16#B2/01/05 = 178/01/05,CCA,Configuration and settings,[Config Warning 5] (CCA5),[Customer event 5] (CE5),Factory: [Not Configured] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DP4,Fault code on fault n-4,7204,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5204,16#1C24,16#202A/5,16#85/01/05 = 133/01/05,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,DP5,Fault code on fault n-5,7205,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5205,16#1C25,16#202A/6,16#85/01/06 = 133/01/06,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,DP6,Fault code on fault n-6,7206,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5206,16#1C26,16#202A/7,16#85/01/07 = 133/01/07,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,DP7,Fault code on fault n-7,7207,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5207,16#1C27,16#202A/8,16#85/01/08 = 133/01/08,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,DP8,Fault code on fault n-8,7208,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5208,16#1C28,16#202A/9,16#85/01/09 = 133/01/09,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,DP9,Last error 9,7209,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5209,16#1C29,16#202A/A,16#85/01/0A = 133/01/10,LFT,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,EP0,State word,7210,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5210,16#1C2A,16#202A/B,16#85/01/0B = 133/01/11,,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP1,Status of last error 1,7211,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5211,16#1C2B,16#202A/C,16#85/01/0C = 133/01/12,,History parameters,[Last Error 1 Status] (EP1),[None] (DP1),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP2,Status of last error 2,7212,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5212,16#1C2C,16#202A/D,16#85/01/0D = 133/01/13,,History parameters,[Last Error 2 Status] (EP2),[None] (DP2),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP3,Status of last error 3,7213,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5213,16#1C2D,16#202A/E,16#85/01/0E = 133/01/14,,History parameters,[Last Error 3 Status] (EP3),[None] (DP3),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP4,Status of last error 4,7214,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5214,16#1C2E,16#202A/F,16#85/01/0F = 133/01/15,,History parameters,[Last Error 4 Status] (EP4),[None] (DP4),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP5,State word,7215,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5215,16#1C2F,16#202A/10,16#85/01/10 = 133/01/16,,History parameters,[ETA state word] (EP5),[None] (DP5),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP6,State word,7216,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5216,16#1C30,16#202A/11,16#85/01/11 = 133/01/17,,History parameters,[ETA state word] (EP6),[None] (DP6),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP7,State word,7217,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5217,16#1C31,16#202A/12,16#85/01/12 = 133/01/18,,History parameters,[ETA state word] (EP7),[None] (DP7),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP8,State word,7218,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5218,16#1C32,16#202A/13,16#85/01/13 = 133/01/19,,History parameters,[ETA state word] (EP8),[None] (DP8),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,EP9,State word,7219,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5219,16#1C33,16#202A/14,16#85/01/14 = 133/01/20,,History parameters,[ETA state word] (EP9),[None] (DP9),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,TH1A,Thermal warning level for AI1,13219,int16,1.0,0,-32768.0,32767.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Warnings,Warnings,Controlled Write,Write protected by default,5219,16#33A3,16#2066/14,16#A3/01/14 = 163/01/20,,Configuration and settings,[AI1 Th Warn Level] (TH1A),[Thermal monitoring] (TPP) [Thermal monitoring] (TPP) [Settings] (SET) [Thermal monitoring] (TPP),Factory: Refer to programming manual; Range: -32768 ... 32767; Source access: R/W; Source type: INT (Signed16)
